scenario,t,b,p_marg,dp,p_bs,dp_bs,has_boundary,t_star_prob,b_star_prob,t_star_bs,b_star_bs,t_star_drop,b_star_drop,p_star_drop
A_call,0.10546875,105.15349681776652,1.92690655032024e-06,3.101456456100493e-07,0.9998372711959672,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.109375,105.14296308664599,2.3346202201457444e-06,4.077136698255046e-07,0.9997874931686641,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.11328125,105.1315640898015,2.8801900897601485e-06,5.45569869614404e-07,0.9997268325183355,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.1171875,105.1194042715531,3.6176236394291905e-06,7.374335496690421e-07,0.9996538966643868,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.12109375,105.10704917132519,4.612287877403531e-06,9.946642379743409e-07,0.999567733968845,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.125,105.09602844520498,5.925074228918525e-06,1.312786351514994e-06,0.9994688816736665,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.12890625,105.08579962898006,7.651695109522905e-06,1.7266208806043792e-06,0.9993563310354504,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.1328125,105.07467372249239,9.949020528865482e-06,2.2973254193425774e-06,0.9992269725987439,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.13671875,105.06266481956021,1.2983954267076214e-05,3.034933738210732e-06,0.9990793170978124,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.140625,105.04997514655626,1.6950970110563013e-05,3.967015843486799e-06,0.9989122350893336,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.14453125,105.0375584096133,2.2023285570771378e-05,5.072315460208365e-06,0.9987266023477346,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.1484375,105.02755389637181,2.8238602133745516e-05,6.215316562974138e-06,0.9985277146043507,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.15234375,105.01664428345224,3.6072147507448804e-05,7.833545373703288e-06,0.9983071382298265,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.15625,105.0048145162963,4.587302816783101e-05,9.800880660382205e-06,0.9980633909218575,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.16015625,104.99218637846239,5.80253070234793e-05,1.215227885564829e-05,0.9977954380307086,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.1640625,104.97941993242824,7.283974674665572e-05,1.481443972317642e-05,0.9975046410421653,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.16796875,104.96817507118583,9.029798640203257e-05,1.745823965537685e-05,0.9971980292761582,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.171875,104.95733564095698,0.00011094036114422945,2.064237474219688e-05,0.9968715957040559,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.17578125,104.94553583001685,0.000135639962174805,2.4699601030575558e-05,0.9965182150227896,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
A_call,0.1796875,104.93284511091016,0.00016501487010667226,2.9374907931867256e-05,0.9961368337132643,0.0,True,0.49609375,103.47451584838741,0.00390625,105.42868407818678,0.00390625,105.42868407818678,1.0
