scenario,t,b,p_bs,p_marg,t_star_prob,b_star_prob,t_star_bs_jump,b_star_bs_jump,p_star_bs_jump
B_call,0.44155844155844154,120.53770100946923,9.921508059562711e-11,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4435064935064935,120.52289213824923,1.1140666167364088e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.44545454545454544,120.50917442563788,1.2475470656525545e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4474025974025974,120.49487953467822,1.3969153611625984e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.44935064935064933,120.48034693231321,1.563220108913299e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4512987012987013,120.46583478807105,1.7475748625983556e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.45324675324675323,120.4514914506044,1.9512930160558994e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4551948051948052,120.43737768975491,2.1759377633046029e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.45714285714285713,120.42350492431318,2.4233021145292355e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4590909090909091,120.4098711218997,2.6953456133682607e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.461038961038961,120.39649423736573,2.994072212381127e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.462987012987013,120.38345417748663,3.3212815830907516e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4649350649350649,120.37096769119601,3.6779895795646667e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4668831168831169,120.35955974705716,4.0629732911412475e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4688311688311688,120.35055959130432,4.46844727886031e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4707792207792208,120.34182050904823,4.908642936563012e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4727272727272727,120.3322538641383,5.394676927394926e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4746753246753247,120.3216217835201,5.933601943119982e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4766233766233766,120.3095646763322,6.534991436879523e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.47857142857142854,120.2954996791299,7.212864749917003e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4805194805194805,120.27838975464688,7.990059169848962e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4824675324675325,120.25615900843873,8.909576965088206e-10,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4844155844155844,120.22454077545497,1.0061491084734087e-09,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.48636363636363633,120.18540701804318,1.147408223989288e-09,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4883116883116883,120.14296011366599,1.3132642751045864e-09,nan,,,0.1,100.39805668695807,0.411600752478027
B_call,0.4902597402597403,120.10908861534345,1.4832122752217458e-09,nan,,,0.1,100.39805668695807,0.411600752478027
